N,P,K,temperature,humidity,ph,label,soil_texture
83,41,43,10.507629285436009,62.59910399189819,7.144873516972105,barley,Sandy Loam
82,43,42,20.79861396420404,59.82030637862593,6.572790222327003,barley,Sandy Loam
89,38,42,18.29851373759243,59.82807236945603,6.49351106188834,barley,Loam
81,37,43,16.99264625298627,58.414926691395046,6.865355472833423,barley,Sandy Loam
86,37,44,22.83778575339496,55.01756300201701,7.525917019771041,barley,Loam
81,36,38,13.459766728914566,61.89327671700527,7.235884400096343,barley,Loam
54,24,23,27.675017949378663,72.04821133880449,6.757060311723017,millet,Sandy Loam
59,21,28,26.93719455667028,65.08188689626523,6.358716884296006,millet,Sandy
56,24,28,28.459700404058403,72.10078162014064,5.597067637949091,millet,Sandy
50,28,26,26.24976952760484,65.24638016680126,5.655264005806501,millet,Sandy
57,24,28,26.70521139571125,65.80605338195966,6.162940738096597,millet,Sandy
53,29,24,24.476823260617746,65.79962871273693,6.594575089545597,millet,Sandy Loam
57,21,31,20.105095063316192,66.5239392141766,6.2759173017958565,millet,Loam
55,21,22,29.193541106439817,66.91486121083307,6.570407100499158,millet,Sandy Loam
54,27,30,29.44507497466451,69.31106623826962,5.610660684942763,millet,Sandy Loam
51,30,30,21.88262563214623,69.1607662013451,6.612749916146475,millet,Sandy Loam
55,20,22,28.428721086767347,65.08430275037216,6.287272866726321,millet,Sandy
56,21,30,20.69565977072525,68.1286144491701,6.64578270398941,millet,Sandy Loam
51,25,26,22.585922785825097,72.5759464975616,6.353615764792462,millet,Sandy
58,24,29,20.2449481340748,69.09627693477785,5.640066089395097,millet,Sandy
59,29,23,20.389418644146488,66.59633444201478,6.613480981476334,millet,Sandy
50,23,26,21.681015452213803,73.31688155734062,6.40050476203103,millet,Sandy Loam
51,23,27,24.41303530969684,66.1158577829795,6.15844837807856,millet,Sandy Loam
60,23,22,26.03045321192593,72.97254667952402,6.863590059433291,millet,Sandy Loam
52,22,28,25.95020812172222,71.13555657693502,6.054506430582063,millet,Sandy Loam
52,30,29,20.624235336864025,68.00881804119166,6.994726633145804,millet,Loam
52,30,30,25.80336678428572,73.60982291688222,6.118893798112795,millet,Sandy Loam
52,27,31,23.67647734535408,71.28939629116573,6.542155971525481,millet,Sandy Loam
59,23,23,27.42333738727732,69.2593339754481,6.766496456424073,millet,Sandy
57,20,24,29.00299655318222,70.76955333353456,6.619768782521555,millet,Sandy Loam
60,29,24,29.88024373863708,71.15680554176262,6.621560387239352,millet,Sandy Loam
57,22,26,21.26322457348985,65.37548058186809,6.451349954138074,millet,Sandy Loam
56,27,26,20.085620360860727,69.62831653564524,6.577990856993339,millet,Sandy Loam
54,28,27,22.70814655157168,72.43888218708261,6.427683428701595,millet,Sandy Loam
53,20,25,24.55193373521508,68.81543240251715,6.7323473270880365,millet,Sandy Loam
55,23,25,25.524274775861787,74.35157467356244,6.466498090669049,millet,Sandy Loam
60,27,22,26.2886117571257,69.18900233018363,6.83714777202081,millet,Sandy Loam
54,20,29,26.68857057212916,68.94046261754755,6.85940609243897,millet,Sandy Loam
51,27,29,26.985903530345983,72.58220000457108,6.05021386773354,millet,Sandy Loam
59,23,30,21.811982769443333,73.61848228372966,6.079830111697483,millet,Sandy
57,30,24,22.92402446022419,74.81550868683331,6.61680948144481,millet,Sandy
55,27,28,24.634663947467104,73.87799307714162,6.518085287092973,millet,Sandy Loam
51,30,25,24.08538207274036,66.0263358723266,6.026405679464376,millet,Sandy Loam
56,30,24,21.513315511828388,72.14507709177894,6.566549324142118,millet,Sandy Loam
50,28,30,28.3397744279616,69.70212487315288,5.768561103603545,millet,Sandy Loam
56,24,29,29.53594717564356,67.2372231558353,5.759087008763005,millet,Sandy Loam
56,25,30,29.17479976082028,70.35658753675725,6.8926681648191535,millet,Sandy Loam
51,27,22,21.009633202023178,71.5043332746365,6.8553084337916985,millet,Sandy Loam
53,20,22,21.59471826957092,67.95375980090776,5.822947510301466,millet,Sandy
56,25,30,24.793950884260624,69.30243998212869,5.677649818779162,millet,Sandy Loam
55,28,28,24.77708446758201,73.93919740957773,6.85106455967806,millet,Sandy Loam
59,22,27,29.39343459676872,70.07902435226592,6.353994234819565,millet,Sandy
53,27,28,26.296173131974943,67.00176132088508,5.836419195177029,millet,Sandy Loam
55,21,29,24.022722404818765,72.46017059572787,6.499058261649038,millet,Sandy
59,24,24,20.54642133924419,68.8437971465589,6.337065040489247,millet,Sandy Loam
60,22,28,24.32360203761708,67.19815940328144,6.880794668519961,millet,Sandy Loam
60,29,23,27.70037660265608,67.51592808036798,5.52068601356514,millet,Loam
57,30,22,28.915428184596927,70.58831968566611,5.596705859272258,millet,Sandy Loam
59,24,27,28.922968226493595,69.52785939618855,6.958278623381144,millet,Loam
59,20,21,24.431800086646245,72.73517797769294,6.482474972595436,millet,Loam
50,25,21,28.300828811515625,73.43857811574723,6.348895948300011,millet,Sandy Loam
53,26,31,20.631958993417435,66.60970015702314,6.000998296086164,millet,Sandy Loam
58,23,27,20.284835985007785,65.70808177616883,6.848273846298339,millet,Sandy
51,22,26,25.95485066175433,74.78729873275125,6.078122143186503,millet,Sandy
50,23,25,25.074983977064484,65.98932077918087,6.762199288028401,millet,Sandy Loam
51,27,21,24.352379399055444,67.19669658590692,6.4735175660292725,millet,Sandy
53,23,30,22.61241940327626,71.70419919695053,6.157565681751501,millet,Sandy Loam
52,23,24,26.919945905610778,73.91800652613128,6.004146818697588,millet,Sandy Loam
50,23,27,29.06223082930186,71.68813773053637,6.8115689436304425,millet,Sandy Loam
51,22,28,20.163930346142035,67.92422408773221,6.933809370366085,millet,Sandy
60,23,25,22.91414323894941,67.25156593786386,5.781499823372944,millet,Sandy Loam
52,28,25,22.12277448871293,68.76458471727858,6.187005000778059,millet,Sandy Loam
50,21,23,23.18334220512252,68.61264208234635,5.943171695801839,millet,Sandy Loam
58,27,29,25.99586969943898,72.98043154750673,6.45601254725247,millet,Sandy
55,26,28,25.111632453272698,73.86866548597557,5.506523153358376,millet,Sandy Loam
53,20,22,29.381485736116552,69.90207203213399,6.941668056661289,millet,Sandy Loam
55,29,24,25.13501060718032,67.48604911225726,5.904837002618096,millet,Sandy Loam
54,28,24,25.57483114134128,73.1238683572333,5.78372001200679,millet,Sandy
50,22,27,29.472423759046823,69.03354715969643,5.779743491251708,millet,Sandy Loam
59,28,26,25.295581200659367,68.58503380711778,6.007723346005409,millet,Sandy Loam
58,29,26,22.55081069651729,74.80300984313945,5.636542024511651,millet,Sandy
60,29,28,27.291951861512285,74.53365892758139,6.832182337034906,millet,Sandy Loam
52,23,24,24.711966937976623,68.1265328021885,5.726621938297514,millet,Sandy Loam
60,22,25,22.461013720151325,74.51357919546247,5.866456838490029,millet,Sandy Loam
52,30,21,23.38383991869764,68.86330545564184,6.079383335059423,millet,Sandy Loam
57,28,24,21.5536057961854,74.0415595058115,6.534900328332603,millet,Sandy
60,27,22,29.15864717351426,73.72114169468855,5.916114486998515,millet,Sandy Loam
59,22,28,28.79788420454247,70.09432937596299,5.520386220436364,millet,Sandy Loam
55,26,26,28.024759290169527,70.59815776570326,6.986561201364859,millet,Sandy Loam
54,27,25,26.828167382507186,67.75460407424808,6.699423174966112,millet,Sandy
54,20,26,27.770004773129862,74.50822806322375,6.103412579501553,millet,Sandy Loam
52,28,29,21.14452241429828,70.29275600638363,6.576762606305542,millet,Sandy
59,23,28,27.39782720153089,67.79208490708059,6.2856223881516025,millet,Sandy Loam
60,26,29,24.52390578548773,72.71255059209226,6.533664625200961,millet,Sandy Loam
53,21,26,28.85115974352231,65.88811023013366,5.6387428716624655,millet,Sandy Loam
55,25,21,28.582461527778943,65.98629819693969,5.593449831279403,millet,Sandy Loam
53,30,30,24.18887009993739,72.07431064969751,6.358665749149673,millet,Sandy Loam
58,29,21,21.53798694981879,66.37005207122914,6.991056019155336,millet,Sandy Loam
59,23,31,20.089358967952617,71.57474649880129,6.598601791408767,millet,Sandy Loam
50,28,23,23.508165624203123,68.9434178128875,6.377041926661328,millet,Sandy Loam
55,24,26,26.72592943368365,70.52791566893418,6.154739234546852,millet,Sandy Loam
59,27,31,24.246850839220905,71.00744203434968,6.245461765834516,millet,Sandy
52,27,24,27.75911457534645,72.78201797211423,6.60530923279282,millet,Sandy Loam
51,28,27,24.01141312691118,70.7089016784104,6.916800561840104,millet,Sandy Loam
56,23,27,22.45284930610448,65.85312496662488,6.9772774231062575,millet,Sandy Loam
57,30,29,25.692294190684457,74.2649992087537,6.37062924379275,millet,Sandy
180,77,98,15.362060203882656,64.69930096324471,6.335627400771097,potato,Loam
183,83,95,19.26413906800951,57.184326786338914,5.376696374451118,potato,Sandy Loam
182,82,100,17.690009481282203,60.02883076815813,6.036032809136255,potato,Loam
179,75,100,17.68948364471235,69.82134094498977,5.290621594310978,potato,Sandy Loam
175,79,96,15.920855445509885,71.5624496344847,4.936347608031941,potato,Sandy Loam
176,76,96,16.132608879796752,67.23939563426832,5.83305362814674,potato,Sandy Loam
176,78,100,19.11541428201776,69.90621703264344,5.58788823011732,potato,Sandy Loam
181,83,103,17.642574963586497,66.75520962291434,6.11439753072549,potato,Silty Loam
176,78,100,18.729306326230606,68.25354170022054,5.499052457621576,potato,Loam
181,78,101,18.8881323203898,63.6855630602856,6.053351916488795,potato,Sandy Loam
180,78,99,19.377705763395312,73.5850123296261,5.839812848891026,potato,Sandy Loam
182,75,102,17.752268940361642,58.16685346688751,5.94770956540008,potato,Sandy Loam
177,83,99,17.030398544275354,68.49636440194575,5.918976463483574,potato,Sandy Loam
182,78,97,15.769305761150209,55.41130238057413,6.236080453330628,potato,Loam
178,78,100,15.04979953992916,64.57518078759801,5.488211232141792,potato,Sandy Loam
185,85,95,17.675039603287292,67.90352411702891,5.451485605037735,potato,Sandy Loam
177,83,98,15.966756460883328,66.11745196075421,5.510193525704512,potato,Sandy Loam
185,75,96,15.341915100148364,59.056354816329446,5.01040481862305,potato,Loam
179,82,101,15.403920288977098,68.24032567451803,5.935850640820114,potato,Sandy Loam
180,85,100,19.897759910619605,65.26739786220263,6.165663042625465,potato,Silty Loam
185,85,98,16.68539690003175,55.96684844683008,5.079025127384864,potato,Sandy Loam
182,79,105,15.927781775008528,72.30893838079452,6.147696797012123,potato,Sandy Loam
175,77,99,16.06881545015074,73.51184559107173,5.145734319777077,potato,Sandy Loam
185,75,104,15.40172098539999,73.89005376409013,5.3228971953192845,potato,Loam
184,81,97,17.749727436454776,60.62331133865612,5.90500322858958,potato,Sandy Loam
181,80,100,15.153010588710789,60.66722301537765,6.36052315544292,potato,Sandy Loam
179,85,96,16.72918135616913,57.49548707598583,6.146069571387122,potato,Loam
180,84,103,15.79568823078772,63.24788718541676,5.689744840485927,potato,Loam
185,79,96,17.39199647064806,62.08877234727868,6.179178972182636,potato,Sandy Loam
178,79,102,15.946711569982629,70.4304203730089,5.524947636338917,potato,Sandy Loam
185,80,105,17.60656178049556,62.76624048391093,5.1332855176571455,potato,Sandy Loam
177,77,98,19.245862394057355,62.2970572474924,5.155163207175124,potato,Sandy Loam
176,83,101,15.104687576631624,64.493413828658,5.300934751793713,potato,Sandy Loam
179,77,105,15.5127950438525,60.54737863316608,5.719414610078854,potato,Silty Loam
181,79,99,17.681982820536852,70.9169594725686,5.52326637174147,potato,Sandy Loam
184,80,100,15.73409202234845,61.19158448823697,5.406109468075543,potato,Sandy Loam
181,80,98,18.336512860049982,70.98010433007484,5.182718593352737,potato,Sandy Loam
182,84,99,15.43131214008274,71.95478257321835,5.921492297574054,potato,Sandy Loam
177,76,103,17.219222145003496,59.7405700661916,5.343090445949764,potato,Sandy Loam
181,83,102,16.251731807123683,56.19908249491049,6.261872843475588,potato,Sandy Loam
184,82,101,17.27123079209128,56.10769912963242,6.222274106001818,potato,Sandy Loam
175,78,103,17.913472267341902,64.85976282480601,6.079553750351764,potato,Sandy Loam
182,83,98,19.511672960253467,56.86811239211184,6.25852728065445,potato,Sandy Loam
181,83,97,17.983798387595858,70.71808076239662,5.597516818686936,potato,Sandy Loam
176,84,96,18.06018143790612,74.90015619561262,6.311363714780628,potato,Sandy Loam
184,85,99,16.207033934177943,65.27715638908994,5.563865409021587,potato,Sandy Loam
177,80,99,19.155987182979693,64.2258043832214,5.4763439006164205,potato,Sandy Loam
185,82,102,19.207287477421872,66.00037326567043,6.123341113265569,potato,Sandy Loam
177,81,97,15.337184435656733,58.56196539788155,5.586472036012749,potato,Sandy Loam
177,78,100,19.516114169783712,60.78142551310391,4.9147903390355125,potato,Sandy Loam
180,81,105,19.420021706011923,71.51957205987526,5.773142031618917,potato,Loam
180,81,99,18.529315075915346,71.607266916775,6.157790171383034,potato,Loam
185,78,98,18.426221803059647,61.53900119458831,5.300986325717046,potato,Loam
176,79,105,16.433716000084683,58.67793243604347,5.715967906787137,potato,Sandy Loam
177,79,101,16.661036100866344,62.91501483867836,5.764322856823632,potato,Sandy Loam
181,79,98,18.09361614398684,74.68152359698377,5.54866076898868,potato,Loam
176,77,101,17.70009385253021,56.02660592720546,5.848571026528489,potato,Sandy Loam
175,75,102,18.88285745818348,70.60150086627468,5.306902329108362,potato,Sandy Loam
178,80,98,19.4445944781754,62.03402453234708,5.808010484849183,potato,Sandy Loam
184,77,104,17.465315472156238,65.51120016280886,5.183660761101954,potato,Sandy Loam
178,82,99,18.318126009483017,55.13583228696468,5.008668662878913,potato,Sandy Loam
184,76,97,18.29994001315821,61.12628252280905,6.3572550916691855,potato,Sandy Loam
181,80,98,15.578228345747602,70.52702759095303,5.451606196599086,potato,Loam
177,79,105,15.19706792951932,68.55395346749218,5.391714604662496,potato,Sandy Loam
175,84,103,19.9212055788793,56.971056706972206,6.110733165720664,potato,Sandy Loam
184,83,99,19.284070324360663,62.8955848388197,4.9412257920281375,potato,Sandy Loam
181,75,98,17.15214057707307,65.00178450402282,5.095799132034536,potato,Sandy Loam
177,80,99,19.36613332872189,73.90970487839124,5.860938367347971,potato,Sandy Loam
185,75,99,18.715549745817803,74.85945980089816,5.001892940659613,potato,Sandy Loam
179,80,95,19.90071366179034,72.15340942590976,6.392223574211125,potato,Sandy Loam
183,79,100,19.921943176131432,62.51149402235389,4.9207179215732815,potato,Sandy Loam
184,77,99,15.287647710798463,72.87690688246911,5.849815306091813,potato,Sandy Loam
180,82,102,16.1637457224485,57.101650353803365,5.45108609296137,potato,Sandy Loam
176,79,97,19.43513495639301,74.48119009205637,5.206665419126288,potato,Silty Loam
182,84,99,16.094296192136778,60.53280628833521,5.338384681036712,potato,Loam
178,77,95,16.404730647601497,62.57866785731369,6.0136034986350895,potato,Loam
175,78,99,17.580727564558376,63.55740068488416,5.645805398329661,potato,Silty Loam
184,81,96,15.178905967862136,66.10499907988819,5.69951045537439,potato,Sandy Loam
181,84,98,15.39276318150079,62.65790620198294,5.4245717334721855,potato,Sandy Loam
175,81,105,17.3548594083848,61.58031756526533,6.035286301172601,potato,Sandy Loam
180,75,99,19.53039025413308,58.12265204198472,4.98908495091108,potato,Sandy Loam
185,84,95,18.80041449324124,73.11335681370412,6.253687517598129,potato,Sandy Loam
182,75,101,17.51852187229841,58.90060837926013,5.108358796813517,potato,Sandy Loam
175,80,105,16.671471440412432,65.20174049759595,5.4986520341032605,potato,Sandy Loam
179,83,105,17.76887049835901,62.74735441360368,5.326961732412955,potato,Sandy Loam
185,75,100,18.554693983560355,55.52334372363396,5.763435078710142,potato,Loam
175,82,95,19.613149738552423,57.84405192403276,6.388423757496078,potato,Sandy Loam
184,79,95,19.679991462404907,57.65421548125337,5.196124138689108,potato,Loam
182,81,100,18.713127171347264,58.08336337536645,5.538985740645384,potato,Loam
178,82,101,19.501431746580995,74.30371310070606,6.316025078802021,potato,Loam
181,84,101,17.230887078276048,55.4266043871394,5.094682292037727,potato,Sandy Loam
184,76,103,18.730474009373893,74.34599994346925,6.000999042469899,potato,Sandy Loam
182,78,105,18.26106644070487,60.55263842916556,6.300248454051335,potato,Sandy Loam
183,76,100,18.74959660698044,55.88854799851824,5.053019962603565,potato,Silty Loam
185,80,98,16.933458094935947,74.70734283987927,6.20856826240848,potato,Loam
178,84,101,18.45735330705025,57.8114700299566,5.151443148314812,potato,Sandy Loam
177,75,101,19.651525244862817,74.77885658315202,5.402784572449286,potato,Sandy Loam
177,79,99,17.444609197331086,60.7047211779676,6.23517201292392,potato,Silty Loam
179,82,100,15.84853798096265,72.06462627497355,5.8357441931650165,potato,Sandy Loam
176,82,100,17.63330665354141,74.67498715260886,5.807301688227914,potato,Loam
79,39,39,23.336167574483696,64.2290580910766,6.136499772206892,mustard,Sandy Loam
80,42,45,11.756127651441323,69.88946029228687,6.692327013267415,mustard,Loam
76,44,39,15.245054730560224,50.30303059692187,7.274857243146677,mustard,Loam
75,45,37,15.58139850774608,52.26711127604272,7.444669316001784,mustard,Sandy Loam
76,38,43,14.5836776152216,69.87786630953354,7.110114219314446,mustard,Loam
83,39,43,18.98488830667849,51.65595943912275,7.148080966975559,mustard,Loam
77,38,41,14.009498565377216,69.89458354324711,7.237824582887864,mustard,Loam
85,38,43,12.888037824600456,53.46467860470981,7.4314607764954435,mustard,Sandy Loam
75,35,37,18.17258746384775,62.86505219377654,6.759881071459417,mustard,Sandy Loam
84,42,41,24.13680707688895,53.69402644814818,6.183943798399239,mustard,Sandy Loam
81,35,39,13.077713845939796,60.36142444276166,7.420342901392161,mustard,Sandy Loam
80,36,42,11.616940152510644,55.2539323066883,7.283206917800346,mustard,Loam
85,36,36,15.64541076793254,63.1258415395143,6.276774238342582,mustard,Sandy Loam
79,39,44,11.899468610583549,60.67449927066647,6.383753785657005,mustard,Loam
75,42,43,21.63044890555026,68.85146356007199,7.097051653700721,mustard,Sandy Loam
76,42,45,18.45412375385979,58.40640326095306,6.164526179369206,mustard,Loam
83,35,45,20.93785846129776,60.19807942237743,6.396550519716374,mustard,Loam
76,42,41,23.69384707918592,63.3872579558311,7.350035471821037,mustard,Loam
79,38,39,15.544039944269306,61.89859889071059,7.37024363692794,mustard,Loam
85,42,39,24.28439015641544,52.61635113134291,6.030373438522287,mustard,Loam
81,42,41,23.61575055433245,60.89825443079766,7.221452943007229,mustard,Sandy Loam
79,35,37,18.630832998594187,65.86964761604237,7.195312453031885,mustard,Loam
76,39,38,10.170299129081046,69.9512449658992,6.357530706528662,mustard,Loam
78,44,39,17.43330235174449,59.34363055262753,6.998730255091485,mustard,Loam
84,44,36,18.61554549393243,60.279521408304525,7.145002298601389,mustard,Loam
81,44,44,19.65878717086565,58.91075184726533,7.367246036003291,mustard,Loam
78,41,39,15.800664566366908,65.44263286405852,7.172718735076506,mustard,Loam
75,45,44,19.58492321250296,52.16214264948208,6.060135724591939,mustard,Loam
76,38,38,23.84167849870784,62.81326372357434,6.261221242919257,mustard,Loam
82,37,37,20.76838442560671,67.66384793300304,6.364684902993817,mustard,Loam
79,38,36,19.75732478161212,61.202449033623374,6.233983788848843,mustard,Loam
85,40,40,17.123878206108607,55.86016937967263,7.483153249319774,mustard,Loam
85,40,39,24.846871254184045,50.93215652556689,6.786574845253717,mustard,Loam
80,39,36,17.343109246213487,53.22242294343487,6.286283722789881,mustard,Sandy Loam
78,40,38,21.43344543296473,69.49773240457786,6.610393012473941,mustard,Loam
79,38,36,23.2890060882588,50.362367616561855,7.1446726928435,mustard,Silty Loam
84,36,42,23.423103256941488,67.6288105885508,6.71846360413749,mustard,Loam
81,38,41,11.228313717603298,69.3454364686925,6.718191311184897,mustard,Loam
77,42,42,10.951496137139587,67.85087866071814,6.389129215155655,mustard,Loam
78,41,40,17.486264887360186,60.312394790377525,7.0561138284164535,mustard,Silty Loam
81,39,41,16.199239847208958,69.34812621912457,7.381876387903802,mustard,Loam
83,37,43,24.89880501997176,57.98694140781942,6.326764216851522,mustard,Silty Loam
82,37,44,21.00829505433049,56.77102541485215,7.208328405888904,mustard,Silty Loam
78,38,44,11.04393577573732,51.10338256767125,6.156265342824242,mustard,Loam
77,35,41,14.609714569607505,52.209286173234624,6.678319454343413,mustard,Sandy Loam
85,39,43,21.67103323798631,56.39093340707519,6.848715934143801,mustard,Loam
82,40,44,18.421880970911506,60.06338615618056,6.252441398385191,mustard,Silty Loam
78,38,36,14.912279125354106,65.75836070209358,6.326712881238263,mustard,Sandy Loam
77,36,37,24.612463287164573,56.18462489490396,6.448515864972662,mustard,Loam
82,39,43,11.975067980559505,50.4519662564855,6.402395246593861,mustard,Loam
82,42,38,17.691820369278858,55.16013507525236,7.363857311819508,mustard,Sandy Loam
78,45,35,22.987292303799123,66.16309920287215,6.083473041642296,mustard,Sandy Loam
79,40,38,12.478090083675156,55.34697076082664,7.299604261622583,mustard,Loam
78,38,44,11.042448893285918,56.410058134916426,6.655518176147653,mustard,Loam
84,39,37,18.009241005284665,65.08157064964617,7.468090257863623,mustard,Loam
79,43,35,21.18392089403372,60.26233730119305,6.157121487678658,mustard,Loam
76,35,45,24.253364814743748,64.0548327045174,6.167419656099953,mustard,Loam
79,44,36,22.54716660593189,50.40169096605274,7.113898159255826,mustard,Loam
82,39,37,18.690935757422544,69.86635918965024,6.7571643667711445,mustard,Loam
85,36,40,21.12906999669461,61.37710546946299,6.0851322921475335,mustard,Loam
84,44,45,11.214203504308662,67.6054516883077,7.293550655954782,mustard,Loam
82,39,44,15.935219743500896,61.58703077802421,6.716055644838656,mustard,Loam
84,41,41,23.81670432126536,61.04080653426789,6.40686324417989,mustard,Sandy Loam
85,36,44,24.778817407243352,60.78576366832459,6.158366920771343,mustard,Loam
80,36,44,19.930216250426504,57.23587227392051,6.726972734111165,mustard,Loam
75,39,35,13.585165990357424,68.70329729009498,6.107768025455493,mustard,Sandy Loam
84,36,43,19.70289776853612,52.39839260512749,6.506591436858161,mustard,Loam
83,36,44,18.97179807198344,66.32852584732335,7.331414691859585,mustard,Loam
76,41,42,23.12504036314055,60.79757056701647,6.384352901293116,mustard,Silty Loam
82,42,40,11.29499548047107,54.97115228298591,7.022370905871467,mustard,Loam
80,39,41,19.902415974661583,50.70917881060616,7.1925020897275775,mustard,Sandy Loam
75,45,38,14.944327161009744,54.72834288542024,7.408328342116793,mustard,Loam
81,38,37,22.111686443336843,68.40429899302008,6.579319188159992,mustard,Sandy Loam
75,36,41,24.403083503858905,58.1008603974361,6.179625153455071,mustard,Sandy Loam
82,39,44,11.293928140952334,66.41110735980541,6.736882017358846,mustard,Loam
85,40,39,14.251657140599736,64.2956475336411,6.3753158428998855,mustard,Loam
79,38,42,14.801562229078009,60.27979759781466,6.243646763051271,mustard,Loam
81,42,39,20.74497229317873,68.59162351861208,7.242301382238913,mustard,Loam
77,45,42,22.548209548128995,61.61817723168205,6.296985853657158,mustard,Sandy Loam
81,39,36,13.970051275294098,51.3115239579469,6.222545940436971,mustard,Loam
83,38,39,19.24204412198097,60.194874724053285,7.253758843013384,mustard,Loam
82,41,40,16.040128136112013,62.492177230041705,6.694947158749218,mustard,Loam
80,37,41,13.651560015739705,58.01564678507521,6.792652989645456,mustard,Loam
83,35,39,17.155459685322,56.01679634515974,7.336311695960575,mustard,Loam
79,38,43,22.59638038595396,68.72790076312671,6.811101646513981,mustard,Sandy Loam
85,38,37,14.093102395732204,58.75687141478886,6.768942718556215,mustard,Loam
80,45,44,20.89953331455738,66.88737888405376,7.231429756909271,mustard,Sandy Loam
84,39,39,10.2514697734416,58.25624166691821,6.718718004104887,mustard,Loam
83,42,44,24.68832376584296,61.40633981478087,7.423214075168751,mustard,Loam
76,36,38,11.544598110132528,60.38624053324404,6.4667106919736925,mustard,Loam
77,40,40,11.199021064281949,65.63518031255275,6.940902190093947,mustard,Loam
80,45,43,15.985852205360995,55.14962705445976,7.191329145867524,mustard,Sandy Loam
82,36,35,14.876211797836996,60.5997262405336,6.325717973878137,mustard,Loam
84,36,41,22.29669702566864,61.419212612524525,6.245941190790668,mustard,Silty Loam
78,37,39,16.093470678937585,59.39661324603682,6.209099477444889,mustard,Loam
84,41,35,11.063825327883649,55.216693247036,6.489326541843738,mustard,Loam
75,44,40,14.935637091449038,51.13271025027221,6.22292077742854,mustard,Loam
75,40,45,13.441002969612905,58.418562749564174,6.61770989622037,mustard,Loam
80,45,41,17.549487626689785,58.91575929344884,6.209586074932341,mustard,Loam
76,36,39,17.115237465108194,55.4862493808873,6.125411323639431,mustard,Sandy Loam
200,60,117,21.25133460311348,84.97963008648009,6.384275263166425,sugarcane,Clay Loam
197,58,119,33.86079797759838,76.78092078454472,6.481492972103068,sugarcane,Loam
198,55,120,31.40857662364408,84.65188710605027,6.910479970803503,sugarcane,Loam
192,64,123,28.120847549556164,79.49631817184734,7.463888271281144,sugarcane,Loam
199,65,125,30.51291358246449,75.72607131185872,6.82650587329404,sugarcane,Loam
198,55,118,32.833182294483635,81.30681716573078,6.077173525524846,sugarcane,Loam
191,64,115,22.639468033812264,71.95952379895297,7.187839005593943,sugarcane,Clay Loam
194,60,117,23.7973495579342,74.0364284099246,6.132397399531947,sugarcane,Loam
192,61,120,27.4799501954775,81.55137052234122,6.215021821677149,sugarcane,Loam
190,59,123,25.98715331517631,80.60883407242594,6.124553445697084,sugarcane,Loam
197,60,118,30.58599186379191,70.88062055766203,7.4473648491130335,sugarcane,Loam
195,62,121,23.75109778264856,80.54186564970709,6.5285136506123616,sugarcane,Clay Loam
194,58,122,30.60164759023963,71.70761905762151,7.338337291718238,sugarcane,Loam
192,61,117,27.8134599558692,78.58519431242973,7.328320819955572,sugarcane,Loam
192,57,121,27.62731986162264,72.02534474738849,6.891568778681468,sugarcane,Loam
190,56,117,30.24435320451468,79.35113710102596,6.657991735575581,sugarcane,Loam
194,62,122,34.279063065983635,82.38011104399288,6.177188996621412,sugarcane,Loam
198,57,119,33.82005381684365,81.75175224532258,6.125610004621885,sugarcane,Loam
197,60,118,29.107127396219184,79.98976888657825,6.185336641239906,sugarcane,Loam
197,64,119,23.41504427208545,84.65455770228228,6.726381106626801,sugarcane,Loam
194,56,120,30.81646220524965,79.39522949510895,6.815414550127025,sugarcane,Loam
194,61,125,20.65122687738614,73.03929136566643,6.715487924459233,sugarcane,Silty Loam
197,60,121,30.65893956130318,73.53684520783604,6.601706642770127,sugarcane,Loam
190,55,118,24.25758583660377,79.97638754701643,6.622659646464641,sugarcane,Clay Loam
199,59,119,30.600632538677225,72.5687507274518,6.548260525713311,sugarcane,Clay Loam
194,57,117,28.720255584296595,80.57922562195283,6.847390503399111,sugarcane,Loam
199,62,123,34.979543898719,72.09098863739003,7.449461493284016,sugarcane,Loam
190,62,122,34.518838047835686,73.85397852252325,6.115455349351072,sugarcane,Loam
197,57,116,23.911016171748308,81.79118127985753,6.4653214281489335,sugarcane,Loam
195,62,123,21.27751989748935,73.21204589049049,6.669238884885052,sugarcane,Loam
195,59,119,21.62077731520468,82.35199095180626,6.323159914360993,sugarcane,Loam
196,58,118,26.29060509839572,81.60223492474269,7.140244761034783,sugarcane,Loam
192,61,125,30.988283992677943,77.20533550538124,6.060023931532958,sugarcane,Clay Loam
191,60,123,33.87015339059545,84.53516471128042,7.265409606032557,sugarcane,Loam
199,63,123,34.441236614479884,71.90937001170482,7.108981163024588,sugarcane,Loam
190,56,116,27.51209484095488,79.26066545089571,7.17376365246117,sugarcane,Loam
196,60,123,32.55683432535977,81.24470070392752,7.100511121138165,sugarcane,Loam
197,58,119,30.69182242823205,79.86450664339455,6.1864070344788935,sugarcane,Loam
193,62,121,23.57177512835053,72.37896155651039,7.435593943621434,sugarcane,Loam
191,61,124,29.031865823659064,77.33785129906495,7.307841423423861,sugarcane,Loam
194,59,125,34.46568477345462,74.43270112277752,6.711283543399437,sugarcane,Loam
199,65,119,29.821425565152985,80.24282585890276,6.227103694011237,sugarcane,Loam
193,59,117,33.833378636176846,83.9725187678543,6.569682380810295,sugarcane,Clay Loam
196,63,115,32.623470470213455,73.49733702029721,6.004324292477643,sugarcane,Loam
